col0,col1,col2,col3
Gudereit,Germany,Bielefeld,GmbH & Co. KG
Colnago,Italy,Cambiago,public company
Cycles Peugeot,France,Paris,public company
BMC Trading,Switzerland,Grenchen,Aktiengesellschaft
SCOTT Sports,Switzerland,Givisiez,Aktiengesellschaft
Cannondale Bicycle Corporation,United States of America,Bethel,subsidiary
August Rabeneick GmbH,Germany,Brackwede,GmbH
Canyon Bicycles,Germany,Koblenz,GmbH
Riese & Müller,Germany,Darmstadt,GmbH
Diamant,Germany,Chemnitz,GmbH
MIFA Mitteldeutsche Fahrradwerke,Germany,Sangerhausen,Aktiengesellschaft
Caloi,Brazil,São Paulo,S.A.
