col0,col1,col2,col3,col4
Roman Catholic Diocese of Saint-Flour,bishop of Saint-Flour,Roman Rite,Saint-Flour,Bruno Grua
Roman Catholic Diocese of Edmundston,bishop of Edmundston,Roman Rite,Edmundston,Claude Champagne
Roman Catholic Diocese of Dubrovnik,Bishop of Dubrovnik,Roman Rite,Dubrovnik,Mate Uzinić
Roman Catholic Diocese of Menorca,bishop of Menorca,Roman Rite,Ciutadella de Menorca,Francisco Simón Conesa Ferrer
Roman Catholic Diocese of Nanterre,Bishop of Nanterre,Roman Rite,Nanterre,Matthieu Rougé
Roman Catholic Diocese of Murska Sobota,bishop of Murska Sobota,Roman Rite,Murska Sobota,Peter Štumpf
Roman Catholic Diocese of Nice,bishop of Nice,Roman Rite,Nice,André Marceau
Roman Catholic Diocese of Mondovì,bishop of Mondovì,Roman Rite,Mondovì,Egidio Miragoli
Roman Catholic Diocese of Metz,Bishop of Metz,Roman Rite,Metz,Jean-Christophe Lagleize
Roman Catholic Diocese of Cadiz y Ceuta,bishop of Cadiz y Ceuta,Roman Rite,Cádiz,Rafael Zornoza Boy
Roman Catholic Diocese of Getafe,Bishop of Getafe,Roman Rite,Getafe,Ginés Ramón García Beltrán
Roman Catholic Diocese of Versailles,auxiliary bishop,Roman Rite,Versailles,Éric Aumonier
Roman Catholic Diocese of Barbastro-Monzón,Bishop of Barbastro-Monzón,Roman Rite,Monzón,Ángel Javier Pérez Pueyo
Roman Catholic Diocese of Cuenca,Bishop of Cuenca,Roman Rite,Cuenca,José María Yanguas Sanz
Roman Catholic Diocese of Ourense,Bishop of Ourense,Roman Rite,Ourense,José Leonardo Lemos Montanet
