col0,col1,col2
Kagoshima Skrine,Kagoshima Prefecture,Hoori
Eda-nja,Miyazaki,Izanagi
Fushlmi Inari-taisha,Fushimi-ku,Inari
Shirayama Hime Vhrne,Hakusan,Izanami
Chichjbu Shrine,Saitama Prefecture,Omoikane
Toua jinja,Kōchi,Ajisukitakahikone
Ōtori taisa,Ōsaka Prefecture,Yamato Takeru
Hirota Shrin,Nishinomiya,Amaterasu
Amanaa Shinmei Shrine,Kanagawa Prefecture,Amaterasu
Hōfu enman-gū,Yamaguchi Prefecture,Sugawara no Michizane
Shiramne Shrine,Kyoto,Emperor Sutoku
Hko}aki Shrine,Fukuoka,Ōjin
GokisoHachiman-gū,Nagoya,Ōjin
KandaShrine,Soto-Kanda,Ōkuninushi
