col0,col1,col2,col3
Study of a Pandemic Influenza Vaccine in Children,8,6,220
Study to Assess Safety & Immunogenicity of GSK Biologicals' Boostrix (dTpa) Vaccine vs. Chinese DT Vaccine,8,6,660
Genomic Search for Childhood Obesity Genes-A Pilot Study,8,2,500
Varicella Vaccination With Pulmicort,8,10,250
"Pulmicort Respules(Budesonide Inhalation Suspension) vs Singulair, Children",8,2,380
A Pediatric Taste Test Study of Omnicef Versus Zithromax Antibiotic Suspension Medications,8,4,157
Pediatric Taste Test Study of Cefdinir (Omnicef) Versus Amoxicillin Antibiotic Suspension Medications,8,4,158
"A Comparative, Single-Center, Pediatric Taste Test Study of Omnicef Versus Amoxicillin Antibiotic Suspension Medications",8,4,154
Dexmedetomidine Versus Clonidine in TAP Block,8,3,90
Transversus Abdominis Plane Block Using Dexmedetomidine and Bupivacaine,8,3,80
Tantrum Tamers 2.0: The Role of Emotion,8,3,45
KeySteps@JC - Early Child Intervention,8,2,1216
Impact of Helmet Use in Preschool Children,5,3,609
The Effect of Intravenous (IV) Patient Controlled Analgesic (PCA) With Ketorolac or Fentanyl Combined With Caudal Block for Postoperative Analgesia in Small Children Undergoing Intravesical Ureteroneocystostomy,5,6,50
Probiotics for Infectious Diarrhea in Children in South India,5,6,124
