col0,col1,col2
Blohm + Voss,Lürssen,Vulkanwerft
Sveriges Television,"Foundation Management for SR, SVT, and UR",SVT1
JVC,JVCKenwood,VHS
Telespazio,Leonardo,Telespazio VEGA Deutschland
Olivetti,Telecom Italia,"Olivetti Exhibition centre in Venice, Italy"
Eidos Interactive,Square Enix,IO Interactive
MSC Cruises,Mediterranean Shipping Company,MSC Musica
All Media Network,TiVo Corporation,AllGame
Texaco,Chevron Corporation,SS Ohio
Autogrill,Edizione,Spizzico
Bank of China (Hong Kong),BOC Hong Kong (Holdings),Chiyu Banking Corporation
Italcementi,HeidelbergCement,Ciments français
Star Cruises,Genting Hong Kong,Star Pisces
Plzeňský Prazdroj,Asahi Group Holdings,Research Institute of Brewing and Malting
China Railway Group Limited,China Railway Engineering Corporation,China Railway Signal & Communication
Impact Wrestling,Panda Energy International,Impact Plus
Thales Alenia Space,Leonardo,Cannes Mandelieu Space Center
Anheuser-Busch,Anheuser-Busch InBev,SeaWorld Parks & Entertainment
Telecom Italia,Vivendi,Olivetti
Norwegian Cruise Line,Star Cruises,SuperStar Aquarius
