col0,col1,col2,col3
Alliance for the Progress of Peru,2019-01-01,Peru,National Restoration
Unity for Socialism,1981-01-01,Spain,Revolutionary Communist League
És el moment,2016-05-13,Spain,Compromís
Agreement for Change,2017-01-01,Ecuador,Democratic Left
Centrist Union,2002-01-01,Spain,Democratic and Social Centre
Unidos Podemos,2019-04-07,Spain,United Left
Forza Nazzjonali,2017-12-01,Malta,Nationalist Party
Junts pel Sí,2017-10-28,Spain,Republican Left of Catalonia
Catalunya Sí que es Pot,2017-10-28,Spain,Initiative for Catalonia Greens
PSOE-Progresistas,2001-07-11,Spain,Spanish Socialist Workers' Party
Coalition for a New Socialist Party,1996-01-01,Spain,Internationalist Socialist Workers' Party
Catalunya Lliure,1996-01-01,Spain,Socialist Party of National Liberation
