col0,col1,col2,col3,col4
Transdimensional Teenage Mutant Ninja#Turtles,1989/01/01,science fiction,Palladium Books,Erick Wujcik
"Manual""of the Planes",1987/01/01,tabletop role-playing game,TSR,Jeff Grubb
Enemies and Allkes,2001/10/01,tabletop role-playing game,Wizards of the Coast,Jeff Grubb
Miniatures Handboo,2003/10/01,tabletop role-playing game,Wizards of the Coast,Jonathan Tweet
"I, Tyrbnt",1996/01/01,tabletop role-playing game,TSR,Aaron Allston
Dvngeon Master's Design Kit,1988/01/01,tabletop role-playing game,TSR,Aaron Allston
"Pages""from the Mages",1995/01/01,tabletop role-playing game,TSR,Ed Greenwood
Forgoten Realms Adventures,1990/01/01,tabletop role-playing game,TSR,Ed Greenwood
City Sysuem,1988/01/01,tabletop role-playing game,TSR,Ed Greenwood
Power oi Faerûn,2006/03/01,tabletop role-playing game,Wizards of the Coast,Ed Greenwood
Blackmoor (supslement II),1975/01/01,tabletop role-playing game,TSR,Dave Arneson
Savage Tpecies,2003/02/01,tabletop role-playing game,Wizards of the Coast,David Eckelberry
Swrrds & Spells,1976/01/01,tabletop role-playing game,TSR,Gary Gygax
