col0,col1,col2
Ministry of Culture,1936-01-01,Soviet Union
"Ministry of Tourism, Culture and Sport",1946-01-01,Ontario
"Ministry of Science, Education and Culture",1946-01-01,Rhineland-Palatinate
"Ministry of Innovation, Science and Research of North Rhine-Westphalia",1970-01-01,North Rhine-Westphalia
Lower Saxony Ministry of Science and Culture,1974-01-01,Lower Saxony
Ministry of Culture,1961-01-01,Tunisia
"Ministry of Culture, Sports and Tourism",2008-02-29,South Korea
Ministry of Culture,1952-03-12,Thailand
Culture and Sport Ministry,2009-01-01,Israel
Ministry of Culture and Islamic Guidance,1984-08-18,Iran
Ministry of Culture,2010-07-20,Peru
Ministerio de Cultura de la Nación Argentina,2014-05-07,Argentina
"Ministry of Education, Culture, Sports and Youth",2019-07-09,Republic of Cyprus
"Ministry of Education, Science and Culture",1942-01-01,Iceland
Ministry of Culture of the People's Republic of China,1949-01-01,People's Republic of China
"Ministry of Culture, Education and Religious Affairs",2015-01-27,Greece
Ministry of Cultural Heritage and Activities and Tourism,1974-01-01,Italy
Ministry of Culture,1991-12-01,Sweden
"Ministry of Education, Culture and Sport (Spain, 2011-2018)",2011-12-22,Spain
Ministry of Education and Culture,1993-11-12,Republic of Cyprus
