col0,col1,col2,col3
Order of the Golden Kite,Empire of Japan,1890-02-11,"Order of the Golden Kite, 1st Class"
Crosses of Military Merit,Spain,1964-08-03,Cross of the Military Merit - Red Decoration
Crosses of Naval Merit,Spain,1864-08-03,Cross of Naval Merit with red badge
Order of Nakhimov,Soviet Union,1944-03-03,"Order of Nakhimov, 1st class"
Order of Suvorov,Soviet Union,1942-07-29,"Order of Suvorov, 1st class"
"Order ""For Service to the Homeland in the Armed Forces of the USSR""",Soviet Union,1974-10-28,"Order ""For Service to the Homeland in the Armed Forces of the USSR"", 3rd class"
Order of the Patriotic War,Soviet Union,1942-05-20,Order of the Patriotic War 1st class
Order of the Red Eagle,Prussia,1792-06-12,Order of the Red Eagle 3rd Class
Military Order of Maria Theresa,Austria-Hungary,1757-01-01,Knight of the Military Order of Maria Theresa
Order of Lāčplēsis,Latvia,1919-11-11,"Cross of the Order of Lāčplēšis, 1st class"
Order of St. George,Russian Empire,1769-12-07,"Order of St. George, 1st class"
Order of Saint Louis,France,1693-04-05,Knight of the Royal and Military Order of Saint Louis
Royal Order of the Sword,Sweden,1748-02-23,Medal of the Sword
Military Order of William,Netherlands,1815-04-30,Knight Grand Cross of the Military Order of William
Military Merit Cross,Austria-Hungary,1849-10-22,Military Merit Cross
Order of military merits,Socialist Federal Republic of Yugoslavia,1951-12-29,Order of Military Merit with large star
Medal of Merit for National Defence,Poland,1966-04-21,Bronze Medal of Merit for National Defence
"Medal ""For Distinction in Military Service""",Russia,1974-10-28,"Medal ""For Distinction in Military Service"", 2nd class"
