col0,col1,col2,col3,col4
Municipal elections 2017 in Sipoo in Finland,Green League,2017-04-09,Sipoo municipal council,Sipoo
Municipal elections 2017 in Siikajoki in Finland,National Coalition Party,2017-04-09,Siikajoki municipal council,Siikajoki
Municipal elections 2017 in Simo in Finland,National Coalition Party,2017-04-09,Simo municipal council,Simo
Municipal elections 2017 in Savukoski in Finland,National Coalition Party,2017-04-09,Savukoski municipal council,Savukoski
Municipal elections 2017 in Siuntio in Finland,Green League,2017-04-09,Siuntio municipal council,Siuntio
Municipal elections 2017 in Somero in Finland,Green League,2017-04-09,Somero City Council,Somero
Municipal elections 2017 in Sodankylä in Finland,Green League,2017-04-09,Sodankylä municipal council,Sodankylä
Municipal elections 2017 in Soini in Finland,Green League,2017-04-09,Soini municipal council,Soini
Municipal elections 2017 in Seinäjoki in Finland,Green League,2017-04-09,Seinäjoki City Council,Seinäjoki
Municipal elections 2017 in Puumala in Finland,National Coalition Party,2017-04-09,Puumala municipal council,Puumala
Municipal elections 2017 in Punkalaidun in Finland,National Coalition Party,2017-04-09,Punkalaidun municipal council,Punkalaidun
Municipal elections 2017 in Polvijärvi in Finland,National Coalition Party,2017-04-09,Polvijärvi municipal council,Polvijärvi
Municipal elections 2017 in Pornainen in Finland,Green League,2017-04-09,Pornainen municipal council,Pornainen
