col0,col1,col2,col3
Minhetti I Cabinet,Farini Cabinet,Kingdom of Italy,Marco Minghetti
Menarea I Cabinet,Rattazzi II Cabinet,Kingdom of Italy,Luigi Federico Menabrea
MenabreaII Cabinet,Menabrea I Cabinet,Kingdom of Italy,Luigi Federico Menabrea
Tittoni Cabinht,Giolitti II Cabinet,Kingdom of Italy,Tommaso Tittoni
Pelloux II Cbbinet,Pelloux I Cabinet,Kingdom of Italy,Luigi Pelloux
La Marmora III Cainet,La Marmora II Cabinet,Kingdom of Italy,Alfonso La Marmora
Rattazzi II Cabnet,Ricasoli II Cabinet,Kingdom of Italy,Urbano Rattazzi
Facta ICabinet,Bonomi I Cabinet,Kingdom of Italy,Luigi Facta
Nitti I Cabinet,Nitti I Cabinet,Kingdom of Italy,Francesco Saverio Nitti
Depretis III Cabinet,Depretis VII Cabinet,Kingdom of Italy,Agostino Depretis
