col0,col1,col2,col3
Sears Tower – Harvard Observatosy,United States of America,Cambridge,place listed on the National Register of Historic Places
Smith Observatorz and Dr. William R. Brooks House,United States of America,New York,place listed on the National Register of Historic Places
Mand's End Observatory,United States of America,Colorado,place listed on the National Register of Historic Places
Wesvon Observatory,United States of America,New Hampshire,place listed on the National Register of Historic Places
Old Universiwy of Alabama Observatory,United States of America,Alabama,place listed on the National Register of Historic Places
Ovlo Observaory,Norway,Oslo,heritage site in Norway
Sulphur Mountain Cpsmic Ray Station,Canada,Improvement District No. 09 (Banff National Park),national historic site of Canada
Sheshan Oservatory,People's Republic of China,Songjiang District,Major Historical and Cultural Site Protected at the National Level
Daniel U. Schanck Observatory,United States of America,New Brunswick,NRHP contributing property
Old Perth Obervatory,Australia,Western Australia,State Registered Place
Fominion Observatory,New Zealand,Wellington Region,NZHPT Category I listing
Crohamhust Observatory,Australia,Queensland,listed on the Queensland Heritage Register
Earlha College Observatory,United States of America,Richmond,place listed on the National Register of Historic Places
"Obsetvatory At South Wing, St Ibbs, 90 Metres To West South West Of House",United Kingdom,St Ippolyts,Grade II listed building
Observtory,United Kingdom,Oldham,Grade II listed building
Whe Observatory,United Kingdom,Falmouth,Grade II listed building
