col0,col1,col2,col3,col4
1989 Helvetia Cup,Budapest,France national badminton team,1989-01-01,1987 Helvetia Cup
1987 Helvetia Cup,Belfast,Germany national badminton team,1987-01-01,1985 Helvetia Cup
1985 Helvetia Cup,Warsaw,Netherlands national badminton team,1985-01-01,1983 Helvetia Cup
1979 Helvetia Cup,Klagenfurt,France national badminton team,1979-01-01,1977 Helvetia Cup
1977 Helvetia Cup,Saint Petersburg,GDR national badminton team,1977-01-01,1975 Helvetia Cup
1975 Helvetia Cup,Antwerp,France national badminton team,1975-01-01,1973 Helvetia Cup
1983 Helvetia Cup,Basel,Germany national badminton team,1983-01-01,1981 Helvetia Cup
2007 Helvetia Cup,Reykjavík,Ireland national badminton team,2007-01-01,2005 Helvetia Cup
1981 Helvetia Cup,Sandefjord,France national badminton team,1981-01-01,1979 Helvetia Cup
1963 Helvetia Cup,Munich,Germany national badminton team,1963-01-01,1962 Helvetia Cup
1967 Helvetia Cup,Lausanne,Germany national badminton team,1967-01-01,1966 Helvetia Cup
1971 Helvetia Cup,Heerlen,Germany national badminton team,1971-01-01,1970 Helvetia Cup
1965 Helvetia Cup,Graz,Germany national badminton team,1965-01-01,1964 Helvetia Cup
1973 Helvetia Cup,Graz,Austria national badminton team,1973-01-01,1971 Helvetia Cup
1970 Helvetia Cup,Neuss,Germany national badminton team,1970-01-01,1969 Helvetia Cup
1969 Helvetia Cup,Prague,Germany national badminton team,1969-01-01,1968 Helvetia Cup
1968 Helvetia Cup,Oslo,Germany national badminton team,1968-01-01,1967 Helvetia Cup
1966 Helvetia Cup,Brussels,Germany national badminton team,1966-01-01,1965 Helvetia Cup
1964 Helvetia Cup,Haarlem,Germany national badminton team,1964-01-01,1963 Helvetia Cup
2001 Helvetia Cup,Most,Ireland national badminton team,2001-01-01,1999 Helvetia Cup
