col0,col1,col2
Lodge Tubantia,1895-12-22,Grand Orient of the Netherlands
Lodge Moed en Volharding,1878-08-26,Grand Orient of the Netherlands
Lodge De Achterhoek,1950-06-18,Grand Orient of the Netherlands
Lodge Hiram Abiff,1886-06-20,Grand Orient of the Netherlands
Lodge Jacob van Campen,1875-05-23,Grand Orient of the Netherlands
Lodge Karel van Zweden,1851-10-31,Grand Orient of the Netherlands
Lodge West Friesland,1858-07-10,Grand Orient of the Netherlands
Lodge La Paix,1756-09-23,Grand Orient of the Netherlands
Lodge La Bien Aimée,1735-10-24,Grand Orient of the Netherlands
Lodge Concordia Vincit Animos,1755-04-14,Grand Orient of the Netherlands
Lodge Concordia (Paramaribo),1761-05-17,Grand Orient of the Netherlands
Lodge La Charité,1755-06-24,Grand Orient of the Netherlands
Lodge Orde en Vlijt,1812-05-17,Grand Orient of the Netherlands
Lodge Le Préjugé Vaincu,1784-02-09,Grand Orient of the Netherlands
Lodge Le Profond Silence,1770-06-20,Grand Orient of the Netherlands
Pilar Lodge No. 3,1893-01-01,Grand Lodge of the Philippines
Manuel Iradier,1993-01-01,Gran Logia Simbólica Española
Liberté chérie,1943-11-15,Grand Orient of Belgium
Lodge Willem Fredrik,1814-06-12,Grand Orient of the Netherlands
Lodge La Vertu,1757-01-01,Grand Orient of the Netherlands
