col0,col1,col2,col3
Bajaj Auto,joint-stock company,Jamnalal Bajaj,India
Zündapp,GmbH,Fritz Ludwig Neumeyer,Germany
Adler,Aktiengesellschaft,Heinrich Kleyer,Germany
MZ Motorrad- und Zweiradwerk,public company,Jørgen Skafte Rasmussen,Germany
Mauser,limited liability company,Wilhelm Mauser,Germany
Heinkel,joint-stock company,Ernst Heinkel,Germany
Geely,limited company,Li Shufu,People's Republic of China
Lagonda,public limited company,Wilbur Gunn,United Kingdom
Rover Company,public limited company,John Kemp Starley,United Kingdom
Automobiles Barré,société anonyme,Gaston Barré,France
Ducati Motor Holding S.p.A.,S.p.A.,Antonio Cavalieri Ducati,Italy
Bimota,S.p.A.,Massimo Tamburini,Italy
