col0,col1,col2
World Food Program,Italy,Rome
World Organisation for Animal Health,France,Paris
International Energy Agency,France,Paris
Organisation internationale de la Francophonie,France,Paris
European Space Agency,France,Paris
Agency for International Trade Information and Cooperation,Switzerland,Geneva
International Organization for Migration,Switzerland,Geneva
Intelsat,Luxembourg,Luxembourg
International Hydrographic Organization,Monaco,Monaco
International Pacific Halibut Commission,Canada,Seattle
Gambia River Development Organization,Senegal,Dakar
ASECNA,Senegal,Dakar
Senegal River Basin Development Authority,Senegal,Dakar
Lake Chad Basin Commission,Chad,N'Djamena
International Network for Bamboo and Rattan,People's Republic of China,Beijing
ISSN International Centre,France,Paris
