col0,col1,col2,col3,col4
III Army Corps,1934-01-01,Wehrmacht,Nazi Germany,1945-01-01
II Army Corps,1934-01-01,Wehrmacht,Nazi Germany,1945-01-01
IV Army Corps,1934-01-01,Wehrmacht,Nazi Germany,1944-01-01
I Army Corps,1934-01-01,Wehrmacht,Nazi Germany,1945-01-01
XIX Army Corps,1939-01-01,Wehrmacht,Nazi Germany,1940-01-01
XVII Army Corps,1938-01-01,Wehrmacht,Nazi Germany,1945-01-01
LII Army Corps,1940-10-25,Wehrmacht,Nazi Germany,1944-09-27
LV Army Corps (Wehrmacht),1941-01-06,Wehrmacht,Nazi Germany,1945-04-30
"Heer. Armeekorps, LIII.",1941-01-01,Wehrmacht,Nazi Germany,1945-01-01
V Corps,1918-01-01,United States Army,Germany,2013-09-15
I (Netherlands) Corps,1949-01-01,Royal Netherlands Army,Netherlands,1995-07-18
Mountain Corps Norway,1940-01-01,German Army,Nazi Germany,1944-11-25
LXXXXVII Army Corps (Wehrmacht),1944-09-28,Wehrmacht,Nazi Germany,1945-05-08
