col0,col1,col2,col3
Ljustorp,731,937,73
Långsele,1709,2411,79
Fryksände,5869,7040,75
Arbogabygden,9772,13631,16
Hedvig Eleonora församling,7167,10945,30
Ny parish,599,741,96
Gillberga,664,815,51
Folkärna,4613,6699,38
Bringetofta,219,263,240
Brevik,303,386,115
Bredaryd,1622,2082,176
Bredared,960,1188,164
Brastad,2230,3066,64
Brandstorp Parish,501,623,175
Bottna,156,238,25
Bosebo,119,137,176
Borgvattnet,135,163,424
Borgholms parish,2352,3151,4
Borensberg,3177,4094,107
Bomhus parish,8199,11413,11
