col0,col1,col2,col3,col4
Meihan Kintetsu Bus,1930-05-24,kabushiki gaisha,Mie Kotsu Group Holdings,Kintetsu Group
Mie Kotsu,1931-02-26,kabushiki gaisha,Mie Kotsu Group Holdings,Kintetsu Group
Bocho Kotsu,1935-09-02,kabushiki gaisha,Kintetsu Bus Holdngs,Kintetsu Group
Nara Kotsu Bus Lines,1929-01-20,kabushiki gaisha,Kintetsu Bus Holdngs,Kintetsu Group
Izuhakone Bus,1989-04-01,kabushiki gaisha,Izuhakone Railway,Seibu Group
Sotetsu Bus,2001-04-04,kabushiki gaisha,Sotetsu Holdings,Sotetsu Group
Keihan Bus,1922-07-22,kabushiki gaisha,Keihan Holdings,Keihan Group
Kyoto Bus,1946-08-07,kabushiki gaisha,Keifuku Electric Railroad,Keifuku Group
Keihin Kyuko Bus,2003-04-10,kabushiki gaisha,Keikyu,Keikyu Group
Chugoku Bus,2006-10-16,kabushiki gaisha,Ryobi Holdings,Ryobi Group
Tokyu Bus,1991-05-21,kabushiki gaisha,Tokyu Corporation,Tokyu Group
Hakone Tozan Bus,1998-06-04,kabushiki gaisha,Odakyu Hakone Holdings,Odakyu Group
Tokai Jidosha,1917-02-15,kabushiki gaisha,Odakyu Electric Railway,Odakyu Group
