col0,col1,col2,col3,col4
Arizona Department of Transportation,Interstate 8,Arizona,1974-01-01,department of transportation
Texas Department of Transportation,Interstate 2,Texas,1991-01-01,department of transportation
Rhode Island Department of Transportation,U.S. Route 44,Rhode Island,1970-01-01,department of transportation
Arizona Department of Transportation,Arizona State Route 95,Arizona,1974-01-01,department of transportation
Texas Department of Transportation,Texas State Highway Loop 485,Texas,1991-01-01,department of transportation
Arizona State Highway Department,Arizona State Highway System,Arizona,1927-01-01,department of transportation
Washington State Department of Transportation,Washington State Route 7,Washington,1964-01-01,department of transportation
New York State Department of Transportation,New York State Route 383,New York,1967-01-01,department of transportation
California Department of Transportation,California State Route 78,California,1972-01-01,government agency
Texas Department of Transportation,Farm to Market Road 1815,Texas,1991-01-01,department of transportation
New York State Department of Transportation,New York State Route 31,New York,1967-01-01,department of transportation
California Department of Transportation,California State Route 78,California,1972-01-01,department of transportation
