col0,col1,col2
A Study of Selicrelumab (RO7009789) in Combination With Atezolizumab in Participants With Locally Advanced and/or Metastatic Solid Tumors,"An Open-Label, Multicenter, Dose-Escalation Phase IB Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, and Therapeutic Activity of RO7009789 (CD40 Agonist) in Combination With Atezolizumab (Anti PD-L1) in Patients With Locally Advanced and/or Metastatic Solid Tumors",Atezolizumab
"Combination of Ibuprofen, G-CSF and Plerixafor as Stem Cells Mobilization Regimen in Patients Affected by X-CGD","A Multicentric, Exploratory, Non-randomised, Non-controlled, Prospective, Open-label Phase II Study Evaluating Safety and Efficacy of IBU, G-CSF and Plerixafor as Stem Cell Mobilization Regimen in Patients Affected by X-CGD",plerixafor
A Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Metastatic Colorectal Cancer (Morpheus-CRC),"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating The Efficacy And Safety Of Multiple Immunotherapy-Based Treatment Combinations In Patients With Metastatic Colorectal Cancer (Morpheus-CRC)",bevacizumab
"Study Evaluating the Safety, Pharmacokinetics (PK), Pharmacodynamics (PD), and Therapeutic Activity of Selicrelumab (RO7009789) With Vanucizumab or Bevacizumab in Participants With Metastatic Solid Tumors","An Open-Label, Multicenter, Dose Escalation Phase Ib Study With Expansion Cohorts to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Therapeutic Activity of RO7009789 (CD40 Agonistic Monoclonal Antibody) in Combination With Vanucizumab (Anti-Ang2 and Anti-VEGF Bi-Specific Monoclonal Antibody, Part I) or Bevacizumab (Anti-VEGF Monoclonal Antibody, Part II) in Patients With Metastatic Solid Tumors",bevacizumab
Spatial Repellents for Arbovirus Control,Spatial Repellent Products for Control of Vector-borne Diseases - Dengue,placebo
"Safety, Tolerability, and Immunogenicity of mRNA-1325 in Healthy Adult Subjects","A Phase 1, Randomized, Placebo-Controlled, Dose-Ranging Study to Evaluate the Safety and Immunogenicity of mRNA 1325 Zika Vaccine in Healthy Adults in a Non-endemic Zika Region",placebo
"Zika-Vaccine Dose Finding Study Regarding Safety, Immunogenicity and Tolerability","Double Blinded, Randomized, Placebo Controlled, Dose Finding Trial to Evaluate the Optimal Dose of MV-ZIKA, a New Vaccine Against Zika Virus, in Regard to Immunogenicity, Safety, and Tolerability in Healthy Volunteers",placebo
Evaluation of the Safety and Immunogenicity of the Live Attenuated Zika Vaccine rZIKV/D4Δ30-713 in Flavivirus-naïve Adults,Phase I Evaluation of the Safety and Immunogenicity of the Live Attenuated Zika Vaccine rZIKV/D4Δ30-713 in Flavivirus-naïve Adults,placebo
A Study of Multiple Immunotherapy-Based Treatment Combinations in Participants With Metastatic Pancreatic Ductal Adenocarcinoma (Morpheus-Pancreatic Cancer),"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Metastatic Pancreatic Ductal Adenocarcinoma (Morpheus-Pancreatic Cancer)",fluorouracil
Nitric Oxide and Transfusion Therapy for Sickle Cell Patients With Pulmonary Hypertension,Inhaled Nitric Oxide and Transfusion Therapy for Patients With Sickle Cell Anemia and Secondary Pulmonary Hypertension,nitric oxide (radical)
"Fludarabine Phosphate, Low-Dose Total-Body Irradiation, and Peripheral Blood Stem Cell Transplant Followed by Donor Lymphocyte Infusion in Treating Older Patients With Chronic Myeloid Leukemia","Induction of Mixed Hematopoietic Chimerism Using Fludarabine, Low Dose TBI , PBSC Infusion and Post-Transplant Immunosuppression With Cyclosporine and Mycophenolate Mofetil to be Followed by Donor Lymphocyte Infusion In Patients With Chronic Myeloid Leukemia in Chronic and Accelerated Phases: A Multi-center Study",fludarabine phosphate
