col0,col1,col2,col3,col4,col5
Taron,Intamin,2016-06-30,Mystery,1320.0,Germany
Blue Fire Megacoaster,Mack Rides,2009-04-04,Europa-Park,1056.0,Germany
Pulsar,Mack Rides,2016-06-04,Walibi Belgium,217.0,Belgium
TMNT Shellraiser,Gerstlauer,2019-10-25,Nickelodeon Universe,3280.8,United States of America
The Incredible Hulk,Bolliger & Mabillard,1999-05-28,Marvel Super Hero Island,1127.8,United States of America
Time Traveler,Mack Rides,2018-03-01,Silver Dollar City,9205.0,United States of America
Verbolten,Zierer,2012-05-18,Busch Gardens Williamsburg,864.1,United States of America
Full Throttle,Premier Rides,2013-06-22,Six Flags Magic Mountain,6706.0,United States of America
Maverick,Intamin,2007-05-26,Cedar Point,1356.4,United States of America
Top Thrill Dragster,Intamin,2003-05-04,Cedar Point,853.4,United States of America
