col0,col1,col2
Society of Marxist Historians,Mikhail Pokrovsky,economic historian
French Prehistoric Society,Adrien Guébhard,prehistorian
Society for the History of Technology,Melvin Kranzberg,historian of technology
History of Science Society,Lawrence Joseph Henderson,historian of science
Imperial Russian Archaeological Society,Jacques Reichel,archaeologist
British Psychoanalytical Society,Ernest Jones,psychoanalyst
Royal Horticultural Society,John Wedgwood,horticulturist
American Folklore Society,William Wells Newell,folklorist
Torrey Botanical Society,William Henry Leggett,botanist
Russkoe botanicheskoe obshchestvo,Sergei Navashin,botanist
German Sociological Association,Georg Simmel,sociologist
Société astronomique de France,Camille Flammarion,astronomer
Science Society of China,Chao Yuen Ren,scientist
Royal Czech Society of Sciences,Ignaz von Born,scientist
International Phonetic Association,Paul Passy,linguist
American Philosophical Society,Benjamin Franklin,philosopher
American Association of Physical Anthropologists,Morris Steggerda,anthropologist
American Historical Association,William Archibald Dunning,historian
History of Medicine Society,William Osler,historian
Italian Mathematical Union,Salvatore Pincherle,mathematician
