col0,col1,col2,col3,col4
Routledge,United Kingdom,book publishing company,United Kingdom,George Routledge
Alfred A. Knopf,United States of America,book publishing company,United States of America,"Alfred A. Knopf, Sr."
juris,Germany,website,Germany,Federal Ministry of Justice
Comic Art,Italy,publisher,Italy,Rinaldo Traini
Présence Africaine,France,publisher,France,Alioune Diop
Funk & Wagnalls,United States of America,publisher,United States of America,Isaac K. Funk
La Voz de Galicia,Spain,daily newspaper,Spain,Juan Fernández Latorre
Présence Africaine,France,magazine,France,Alioune Diop
Fandango,Italy,record label,Italy,Domenico Procacci
Harper,United States of America,imprint,United States of America,James Harper
