col0,col1,col2,col3,col4
Juice=Juice,2013-01-01,Up-Front Works,2013-02-03,Yume Kudo
Keyakizaka46,2015-01-01,Sony Music Entertainment Japan,2015-01-01,Rina Uemura
22/7,2017-01-01,Sony Music Entertainment Japan,2016-10-17,Mizuha Kuraoka
Keyakizaka46,2015-01-01,Sony Music Entertainment Japan,2015-01-01,Nana Oda
22/7,2017-01-01,Sony Music Entertainment Japan,2016-10-17,Ruri Umino
Keyakizaka46,2015-01-01,Sony Music Entertainment Japan,2015-01-01,Mizuho Habu
22/7,2017-01-01,Sony Music Entertainment Japan,2016-10-17,Sally Amaki
Keyakizaka46,2015-01-01,Sony Music Entertainment Japan,2015-01-01,Minami Koike
Juice=Juice,2013-01-01,Up-Front Works,2013-02-03,Ruru Danbara
Keyakizaka46,2015-01-01,Sony Music Entertainment Japan,2015-01-01,Yūka Sugai
NGT48,2015-01-01,Ariola Japan,2015-01-01,Rika Nakai
Keyakizaka46,2015-01-01,Sony Music Entertainment Japan,2015-01-01,Yurina Hirate
NGT48,2015-01-01,Ariola Japan,2015-01-01,Minami Kato
