col0,col1,col2,col3
Saint-Cléophas,Church of Saint-Cléophas,La Matapédia Regional County Municipality,parish
Nurmijärvi Parish,Nurmijärvi,Nurmijärvi,parish
Vihti Parish,Vihti,Vihti,parish
Eura Parish,Eura,Eura,parish
Vaala Parish,Vaala,Vaala,parish
Tuusula Parish,Tuusula,Tuusula,parish
Laukaa Parish,Laukaa,Laukaa,parish
Ilmajoki Parish,Ilmajoki,Ilmajoki,parish
Lohja Parish,Lohja,Lohja,parish
Kiuruvesi Parish,Kiuruvesi,Kiuruvesi,parish
Orthodox Parish of Taipale,Viinijärvi,North Karelia,parish
Ranua Parish,Ranua village,Ranua,parish
Inari Parish,Ivalo,Inari,parish
Livets ord,Jönköping,Jönköping Municipality,parish
Evijärvi Parish,Evijärvi,Evijärvi,parish
