col0,col1,col2,col3,col4
Archdiocese of Manila,3670000,Metro Manila,117,Catholic Church
Roman Catholic Archdiocese of San Antonio,2458351,Texas,60036,Catholic Church
Roman Catholic Archdiocese of Seattle,5610840,Washington,64269,Catholic Church
Roman Catholic Archdiocese of Anchorage,473348,Alaska,223674,Catholic Church
Roman Catholic Archdiocese of Ancona-Osimo,223923,Province of Ancona,501,Catholicism
archdiocese of Gatineau,353573,Outaouais,151375,Catholic Church
Roman Catholic Archdiocese of Brisbane,3205000,Queensland,65000,Catholic Church
Roman Catholic Archdiocese of Hobart,512100,Tasmania,68267,Catholic Church
Archdiocese of Dubuque,998638,Iowa,45056,Catholic Church
Roman Catholic Archdiocese of Denver,3352228,Colorado,101279,Catholic Church
Roman Catholic Archdiocese of Hartford,2054000,Connecticut,5926,Catholic Church
