col0,col1,col2,col3,col4
Corps Silesia Breslau zu Frankfurt,Wrocław,Kösener Senioren-Convents-Verband,1821-05-24,student society
Corps Saxo-Montania zu Freiberg und Dresden in Aachen,Freiberg,Weinheimer Senioren-Convent,1798-01-01,German Student Corps
Corps Saxo-Borussia Freiberg,Freiberg,Weinheimer Senioren-Convent,1842-01-01,German Student Corps
Corps Rheno-Nicaria Mannheim,Mannheim,Weinheimer Senioren-Convent,1909-01-01,German Student Corps
Corps Rhenania ZAB,Zürich,Weinheimer Senioren-Convent,1855-11-11,German Student Corps
Corps Palaeo-Teutonia Aachen,Freiberg,Weinheimer Senioren-Convent,1867-05-15,German Student Corps
Corps Marcomannia-Breslau zu Köln,University of Wrocław,Kösener Senioren-Convents-Verband,1864-12-01,German Student Corps
Corps Marko-Guestphalia Aachen,Aachen,Weinheimer Senioren-Convent,1871-12-02,German Student Corps
Corps Marchia Greifswald,Greifswald,Weinheimer Senioren-Convent,1881-12-03,German Student Corps
Corps Irminsul,Hamburg,Weinheimer Senioren-Convent,1880-06-23,German Student Corps
Corps Hercynia Clausthal,Clausthal,Weinheimer Senioren-Convent,1866-04-19,German Student Corps
Corps Helvetia Zürich,Zürich,Weinheimer Senioren-Convent,1861-11-29,German Student Corps
Corps Hassia Darmstadt,Darmstadt,Weinheimer Senioren-Convent,1840-09-27,German Student Corps
Corps Hannovera Hannover,Hanover,Weinheimer Senioren-Convent,1866-04-14,German Student Corps
Corps Germania München,Munich,Weinheimer Senioren-Convent,1863-11-14,German Student Corps
