col0,col1,col2
Etaireia theatrou Dolichos,Athens,Dimitris Tarlow
Theatro 3is Septemvriou,Θέατρο 3ης Σεπτεμβρίου,Nikos Perelis
Etaireia Theatrou Empros,Theatro Empros,Tassos Bandis
"Politistikos Syllogos Athinon ""I Pyli""",Theatro Pyli,Aliki Theodoridou - Nor
Thiasos Dimitri Myrat,Ethniko Kotopouli-Rex,Dimitris Myrat
Laiko Peiramatiko Theatro,Athens,Xenia Kalogeropoulou
Synchrono Elliniko Theatro,Theatro Alpha,Stefanos Linaios
Theatro Stoa,Theatro Stoa,Thanasis Papageorgiou
Theatriki Skini,Theatriki Skini,Antonis Antoniou
Neo Elliniko Theatro Giorgou Armeni,Neo Elliniko Theatro Giorgou Armeni,Giorgos Armenis
Nea Skini Technis,Athens,Vaggelis Theodorakopoulos
Theater Company Praksi,Athens,Betty Arvaniti
Theatro Technis,Athens,Karolos Koun
