col0,col1,col2,col3
Santa Monica Pier,United States of America,pier,1909-09-09
Canada's Wonderland,Canada,amusement park,2018-10-31
BonBon-Land,Denmark,amusement park,1992-04-16
Taman Mini Indonesia Indah,Indonesia,amusement park,1975-04-20
Legoland Florida,United States of America,amusement park,2011-01-01
Santa Monica Pier,United States of America,amusement park,1909-09-09
Hansa Park,Germany,amusement park,1977-05-15
Dollywood,United States of America,amusement park,1961-01-01
Alton Towers,United Kingdom,amusement park,1963-01-01
Six Flags AstroWorld,United States of America,amusement park,1968-06-01
Disneyland Paris,France,amusement park,1984-10-01
Europa-Park,Germany,amusement park,1975-07-12
