col0,col1,col2
Neues Wiener Konservatorium,Austria,1909-01-01
Conservatory of Lausanne,Switzerland,1861-01-01
Scuola popolare di musica donna Olimpia,Italy,1976-01-01
Accademia Teatro alla Scala,Italy,1813-01-01
Music Schools Group in Bydgoszcz,Poland,1925-01-01
Wanda L. Bass School of Music,United States of America,2006-01-01
The High School of Music & Art,United States of America,1936-01-01
Settlement Music School,United States of America,1908-01-01
DC Youth Orchestra Program,United States of America,1960-01-01
Community School of Music and Arts at Finn Center,United States of America,1968-01-01
American Musical and Dramatic Academy,United States of America,1964-01-01
Escolania de Montserrat,Spain,1101-01-01
Barratt Due Institute of Music,Norway,1927-01-01
École normale de musique,Canada,1926-01-01
Vancouver Academy of Music,Canada,1969-01-01
Schulich School of Music,Canada,1904-01-01
Dhow Countries Music Academy,Tanzania,2002-01-01
Shan's School of Music,India,2003-01-01
