col0,col1,col2,col3,col4
Queensrÿche,Michael Wilton,1982-01-01,Template:Queensrÿche,Category:Queensrÿche members
Dio,Ronnie James Dio,1982-01-01,Template:Dio,Category:Dio (band) members
Accept,Peter Baltes,1968-01-01,Template:Accept,Category:Accept (band) members
W.A.S.P.,Blackie Lawless,1982-01-01,Template:W.A.S.P.,Category:W.A.S.P. members
Testament,Alex Skolnick,1983-01-01,Template:Testament,Category:Testament (band) members
Slayer,Paul Bostaph,1981-01-01,Template:Slayer,Category:Slayer members
Manowar,Ross the Boss,1980-01-01,Template:Manowar,Category:Manowar members
Helloween,Andi Deris,1984-01-01,Template:Helloween,Category:Helloween members
Black Sabbath,Ozzy Osbourne,1968-01-01,Template:Black Sabbath,Category:Black Sabbath members
Iron Maiden,Bruce Dickinson,1975-01-01,Template:Iron Maiden,Category:Iron Maiden members
Metallica,Lars Ulrich,1982-10-28,Template:Metallica,Category:Metallica members
