col0,col1,col2,col3
CityBike,"Environmental Protection Bureau, Kaohsiung City Government",Taiwan,Kaohsiung
Vélivert,Société de Transports de l'Agglomération Stéphanoise,France,Saint-Étienne
Le vélo,JCDecaux,France,Marseille
Santander Cycles,Serco Group,United Kingdom,Greater London
BiZi,iHeartMedia,Spain,Zaragoza
Bicibur,City Council of Burgos,Spain,Burgos
Libélo,Transdev,France,Valence
Valenbisi,JCDecaux,Spain,Valencia
Sevici,JCDecaux,Spain,Seville
Bike Rio,Serttel,Brazil,Rio de Janeiro
Velodi,iHeartMedia,France,Dijon
BIP!,iHeartMedia,France,Perpignan
Vélomagg',Transports de l'Agglomération de Montpellier,France,Montpellier
Vélopop',Transports en Commun Région d'Avignon,France,Avignon
