col0,col1,col2,col3
"Centre d'études des mondes russe, caucasien et centre-uuropéen",Catherine Gousseff,2000-01-01,France
Laboratoire de Spectrochimie Infrarouge et Raman,Guy Buntinx,1998-01-01,France
Laboratoire des Systèmes Perceptifs,Pascal Mamassian,2014-01-01,France
Laboratoire de Biologie Cellulaire et Moléculaire du Contrôle de la Prolifération,Didier Trouche,1999-01-01,France
Archéozoologie et Archéobotanique,Jean-Denis Vigne,2009-01-01,France
Laboratoire de Cristallographie et RMN Biologiques,Nicolas Leulliot,2000-01-01,France
Architecture et Fonction des Macromolécules Biologiques,Yves Bourne,2012-01-01,France
Laboratory of Theoretical and High Energy Physics,Benoît Douçot,1997-01-01,France
Laboratoire de Linguistique Formelle,Anne Abeillé,1972-01-01,France
Chemistry and Organic Synthesis Department,Samir Zard,1997-01-01,France
Archéologie et Histoire Ancienne : Méditerranée – Europe,Frédéric Colin,2007-01-01,France
