col0,col1,col2,col3,col4
Bagrationovsky District,Kaliningrad Oblast,UTC+02:00,Russia,1019.88
Gvardeysky District,Kaliningrad Oblast,UTC+02:00,Russia,783.0
Aginskoye Urban Okrug,Zabaykalsky Krai,Irkutsk Time,Russia,65.0
Kolomna Urban Okrug,Moscow Oblast,Moscow Time,Russia,1177.0
Lesozavodsk Urban Okrug,Primorsky Krai,Vladivostok Time,Russia,3063.76
Dalnegorsk Urban Okrug,Primorsky Krai,Vladivostok Time,Russia,5342.27
Yuzhno-Sakhalinsk Urban Okrug,Sakhalin Oblast,Magadan Time,Russia,905.021
Pervouralsk Urban Okrug,Sverdlovsk Oblast,UTC+06:00,Russia,2053.75
Karpinsk Urban Okrug,Sverdlovsk Oblast,UTC+05:00,Russia,5523.32
Municipal Formation of the City of Novodvinsk,Arkhangelsk Oblast,UTC+04:00,Russia,41.0
Ulyanovsk Urban Okrug,Ulyanovsk Oblast,UTC+03:00,Russia,628.96
Dimitrovgrad Urban Okrug,Ulyanovsk Oblast,UTC+03:00,Russia,103.98
Mikhaylovka Urban Okrug,Volgograd Oblast,UTC+03:00,Russia,3685.44
Alexandrovsk,Murmansk Oblast,UTC+03:00,Russia,521.0
Ostrovnoy Urban Okrug,Murmansk Oblast,UTC+03:00,Russia,462.94
Yakutsk Urban Okrug,Sakha Republic,Yakutsk Time,Russia,3600.0
Municipal Formation of the City of Makhnyovo,Sverdlovsk Oblast,UTC+05:00,Russia,5754.0
Volgograd Urban Okrug,Volgograd Oblast,UTC+03:00,Russia,859.353
