col0,col1,col2,col3
Ekeby parish,"Dalhems församling, Gotland","Ekeby socken, Gotland",Gotland Municipality
Eke parish,Havdhem parish,Eke socken,Gotland Municipality
Edsleskogs parish,Edsleskog,Edsleskogs socken,Åmål Municipality
Edsele parish,Edsele,Edsele socken,Sollefteå Municipality
Edsbro parish,Edsbro,Edsbro socken,Norrtälje Municipality
Edebo parish,Edebo,Edebo socken,Norrtälje Municipality
Ekeby parish,Ekeby,"Ekeby socken, Uppland",Östhammar Municipality
Ryssby,Ryssby,Ryssby,Kalmar Municipality
Barkarby parish,Järfälla församling,Järfälla församling,Järfälla Municipality
Lindesberg congregation,Lindesberg,Linde parish,Lindesberg Municipality
Lyby församling,Lyby,Lyby socken,Hörby Municipality
Lilla Malma församling,Dunker-Lilla Malma parish,Lilla Malma socken,Flen Municipality
Blomskog,Blomskog,Blomskog socken,Årjäng Municipality
Blackstad,Blackstad,Blackstad socken,Västervik Municipality
Bogen,Bogen,Bogen socken,Arvika Municipality
Borgstena,Borgstena,Borgstena socken,Vårgårda Municipality
Blentarp,Blentarp,Blentarp socken,Sjöbo Municipality
Boda,Boda,Boda socken,Rättvik Municipality
Bollebygd,Bollebygd,Bollebygd socken,Bollebygd Municipality
Boda,Boda,Boda socken,Kil Municipality
Blidsberg,Blidsberg,Blidsberg socken,Ulricehamn Municipality
Slottsstadens församling,Malmö Sankt Petri församling,Malmö Sankt Petri församling,Malmö Municipality
Pajala parish,Junosuando församling,Junosuando församling,Pajala Municipality
Bondstorp,Byarum-Bondstorps parish,Bondstorp socken,Vaggeryd Municipality
Boliden parish,Jörn-Boliden parish,Skellefteå parish,Skellefteå Municipality
Follingbo parish,Follingbo District,Follingbo socken,Gotland Municipality
Blacksta,Bettna parish,Blacksta socken,Flen Municipality
Piteå landsförs.,Piteå city Parish,Piteå socken,Piteå Municipality
Stora Tuna,Stora Tuna,Stora Tuna socken,Borlänge Municipality
Tärna,Tärna,Stensele,Storuman Municipality
Berg parish,Berg,Berg socken,Berg Municipality
Benestads parish,Benestad,Benestad socken,Tomelilla Municipality
Böda parish,Böda,Böda socken,Borgholm Municipality
Barnarp parish,Barnarp,Barnarp socken,Jönköping Municipality
Berga parish,Berga,Berga socken,Ljungby Municipality
Dala parish,Dala-Borgunda-Högstena parish,Dala socken,Falköping Municipality
Beatebergs parish,Fägre församling,Beateberg socken,Töreboda Municipality
Bergs parish,Berg,Berg socken,Skövde Municipality
Bergshammars parish,Bergshammar,Bergshammar socken,Nyköping Municipality
Bergunda parish,Bergunda,Bergunda socken,Växjö Municipality
Berg parish,Lammhults parish,Berg socken,Växjö Municipality
Berghem parish,Berghem,Berghem socken,Mark Municipality
Berga parish,Berga,Berga socken,Mariestad Municipality
Barlingbo parish,Barlingbo,Barlingbo socken,Gotland Municipality
