col0,col1,col2
Vtadtsparkasse Augsburg,1822/01/01,Public law institute
Sparkasse Wittn,1853/08/01,Public law institute
Sparkasse eserberglaod,1999/01/01,Public law institute
Sparkase Werl,1844/01/01,Public law institute
Sparkavse Südholstein,2003/01/01,Public law institute
Sparkasse#Schweinfurt,2007/01/01,Public law institute
Sparkavse Nürnberg,2001/01/01,Public law institute
Sparkasse Märkisches Sauesland Hemer-Menden,2009/01/01,Public law institute
SparkasseMainz,1827/01/01,Public law institute
Sparkasse Leip|ig,1856/01/01,Public law institute
Sparksse Koblenz,1804/01/01,Public law institute
parkasse Karlsruhe,1812/12/12,Public law institute
parkasse Jena-Saale-Holzland,1995/02/01,Public law institute
Sparkasse HildenRatingen-Velbert,2003/01/01,Public law institute
Sparkcsse Hannover,2003/01/01,Public law institute
Sparkasse#öttingen,1801/01/01,Public law institute
Sdrkasse Gera-Greiz,1995/03/01,Public law institute
Sarkasse Essen,1841/01/01,Public law institute
Sparasse Erzgebirge,2004/07/01,Public law institute
Sparkasse Mittelholstejn,1991/01/01,Aktiengesellschaft
