col0,col1,col2,col3
EuroBasket 1950 Women,1950-05-14,basketball,Soviet Union women's national basketball team
EuroBasket 1980 Women,1980-09-19,basketball,Soviet Union women's national basketball team
EuroBasket 1952 Women,1952-05-18,basketball,Soviet Union women's national basketball team
EuroBasket 1954 Women,1951-06-04,basketball,Soviet Union women's national basketball team
EuroBasket 1983 Women,1983-09-11,basketball,Soviet Union women's national basketball team
EuroBasket 1981 Women,1981-09-13,basketball,Soviet Union women's national basketball team
EuroBasket 1978 Women,1978-05-20,basketball,Soviet Union women's national basketball team
EuroBasket 1985 Women,1985-09-08,basketball,Soviet Union women's national basketball team
EuroBasket 1974 Women,1974-08-23,basketball,Soviet Union women's national basketball team
EuroBasket 1968 Women,1968-07-05,basketball,Soviet Union women's national basketball team
EuroBasket 1972 Women,1972-10-06,basketball,Soviet Union women's national basketball team
EuroBasket 1962 Women,1962-09-22,basketball,Soviet Union women's national basketball team
EuroBasket 1960 Women,1960-06-03,basketball,Soviet Union women's national basketball team
