col0,col1,col2,col3
Washington State University Honors College,Washington State University,600 NE Spokane St,Pullman
Washington State University College of Nursing,Washington State University,"103 E. Spokane Falls Boulevard, Spokane, Washington",Spokane
Morrisville State College,State University of New York,"80 Eaton Street, Morrisville, NY, 13408",Morrisville
Orangeburg–Calhoun Technical College,South Carolina Technical College System,"3250 Saint Matthews Rd, Orangeburg, SC, 29118-8299",Orangeburg
Otero Junior College,Colorado Community College System,"1802 Colorado Ave, La Junta, CO, 81050",La Junta
Northeastern Junior College,Colorado Community College System,"100 College Avenue, Sterling, CO, 80751-2944",Sterling
North Central State College,University System of Ohio,"2441 Kenwood Circle, Mansfield, OH, 44901-0698",Mansfield
Peru State College,Nebraska State College System,"600 Hoyt Street, Peru, NE, 68421-0010",Peru
Mt. San Antonio College,California Community Colleges System,"1100 N Grand Ave, Walnut, CA, 91789-1399",Walnut
Medgar Evers College,City University of New York,"1650 Bedford Ave, Brooklyn, NY, 11225",Brooklyn
Northeastern Technical College,South Carolina Technical College System,"1201 Chesterfield Hwy., Cheraw, SC, 29520",South Carolina
