col0,col1,col2
14th Regiment,1847-01-01,World War I
10th Light Horse Regiment,1914-01-01,World War I
39th Infantry Regiment,1813-01-01,American Indian Wars
2nd Massachusetts Regiment,1775-04-23,Battle of Bunker Hill
2nd Marine Regiment,1901-01-01,Philippine–American War
40th Regiment Royal Artillery,1947-01-01,War in Afghanistan
31st Infantry Regiment,1916-01-01,Russian Civil War
29th Commando Regiment Royal Artillery,1962-01-01,Falklands War
39th Arkansas Infantry Regiment,1862-01-01,American Civil War
27th Tennessee Infantry Regiment,1861-01-01,American Civil War
43rd Royal Tank Regiment,1938-01-01,World War II
43rd (Wessex) Reconnaissance Regiment,1941-01-01,World War II
35th Infantry Regiment,1916-01-01,World War II
33rd Armor Regiment,1941-01-01,World War II
32nd Infantry Regiment,1916-01-01,World War II
32nd Field Artillery Regiment,1918-01-01,World War II
32nd Armor Regiment,1941-01-01,World War II
31 Combat Engineer Regiment (The Elgins),1866-01-01,World War II
2nd Armored Regiment,1940-01-01,World War II
27th Infantry Regiment,1901-01-01,World War II
