col0,col1,col2,col3,col4
Macmillan of Canada,Canada,publisher,Canada,Macmillan Publishers
Kegedonce Press,Canada,publisher,Canada,Kateri Akiwenzie-Damm
Harcourt,United States of America,publisher,United States of America,Alfred Harcourt
Harbour Publishing,Canada,publisher,Canada,Howard White
Farrar & Rinehart,United States of America,publisher,United States of America,John C. Farrar
Dundurn Press,Canada,publisher,Canada,Kirk Howard
Angus & Robertson,Australia,bookstore chain,United States of America,George Robertson
Dial Press,United States of America,publisher,United States of America,Lincoln MacVeagh
Collector's Guide Publishing,Canada,publisher,Canada,Robert Godwin
Broadview Press,Canada,publisher,Canada,Don LePan
Atheneum Books,United States of America,publisher,United States of America,"Alfred A. Knopf, Jr."
Apogee Books,Canada,publisher,Canada,Robert Godwin
Angus & Robertson,Australia,publisher,United States of America,George Robertson
William Morrow and Company,United States of America,imprint,United States of America,William Morrow
