col0,col1,col2,col3,col4
Royal Perth Hospital,Australia,Perth,450,1829-01-01
Royal Melbourne Hospital,Australia,Parkville,571,1848-01-01
Modbury Hospital,Australia,Tea Tree Gully,178,1973-01-01
"St Vincent's Hospital, Melbourne",Australia,City of Yarra,504,1893-01-01
Royal Adelaide Hospital,Australia,Adelaide,800,1841-01-01
Yoka Hospital,Japan,Yabu,420,1949-01-01
Otaru General Hospital,Japan,Otaru,388,1912-01-01
Princess Margaret Hospital,People's Republic of China,Kowloon,1475,1975-01-01
COMU Hospital,Turkey,Çanakkale,160,2007-01-01
SDU Research Hospital,Turkey,Isparta,400,1994-01-01
Flinders Medical Centre,Australia,South Australia,593,1976-01-01
Hakodate Municipal Hospital,Japan,Hakodate,648,1860-01-01
The James Cancer Hospital,United States of America,Columbus,306,1990-01-01
Shatin Hospital,People's Republic of China,Sha Tin District,553,1991-01-01
Prince of Wales Hospital,People's Republic of China,Sha Tin District,1770,1984-01-01
Harlem Hospital Center,United States of America,Manhattan,272,1887-01-01
Academic Medical Center,Netherlands,Amsterdam,1002,1983-01-01
Queen Mary Hospital,People's Republic of China,Hong Kong,1400,1937-01-01
North District Hospital,People's Republic of China,Hong Kong,600,1998-02-27
Kwai Chung Hospital,People's Republic of China,Hong Kong,920,1981-10-15
