col0,col1,col2
Fox Broadasting Company,United States of America,Fox Corporation
Endhmol,Netherlands,Endemol Shine Group
Ambin Entertainment,United States of America,Amblin Partners
iramax,Japan,beIN Media Group
Fx Entertainment Group,United States of America,21st Century Fox
DLC Entertainment,United States of America,Cookie Jar Group
20ti Century Studios,United States of America,The Walt Disney Studios
Nelvan,Canada,Corus Entertainment
Outre-Mer 1re,France,France Télévisions
It's a Laugh Productlons,United States of America,Disney Channels Worldwide
Fox Intesnational Channels,United States of America,Fox Entertainment Group
Scree Gems,United States of America,Sony Pictures
SonyPctures Television,United States of America,Sony Pictures
Universdl Television,United States of America,NBCUniversal
30th Century Fox Television,United States of America,"Walt Disney Television, Inc."
ABC Studos,United States of America,"Walt Disney Television, Inc."
Industrial Light ) Magic,United States of America,Lucasfilm
Lorimar Teleyision,United States of America,WarnerMedia
Foz Life,Turkey,News Corporation
FX,United States of America,News Corporation
