col0,col1,col2,col3,col4,col5
Roman Catholic Territorial Prelature of Itacoatiara,territorial prelature,Roman Rite,58422,172400,Portuguese
Roman Catholic Territorial Prelature of Illapel,territorial prelature,Roman Rite,10350,85400,Spanish
Roman Catholic Territorial Prelature of Lábrea,territorial prelature,Roman Rite,230636,88700,Portuguese
Roman Catholic Territorial Prelature of São Félix,territorial prelature,Roman Rite,150000,172400,Portuguese
Roman Catholic Territorial Prelature of Tefé,territorial prelature,Roman Rite,264677,243000,Portuguese
Roman Catholic Territorial Prelature of Xingu,territorial prelature,Roman Rite,368086,551374,Portuguese
Roman Catholic Territorial Prelature of Jesús María El Nayar,territorial prelature,Roman Rite,25000,145109,Spanish
Roman Catholic Territorial Prelature of Borba,territorial prelature,Roman Rite,170000,156700,Portuguese
Roman Catholic Territorial Prelature of Marajó,territorial prelature,Roman Rite,79043,345362,Portuguese
Roman Catholic Territorial Prelature of Tromsø,territorial prelature,Roman Rite,173968,484525,Norwegian
Roman Catholic Territorial Prelature of Trondheim,territorial prelature,Roman Rite,56458,715059,Norwegian
Roman Catholic Territorial Prelature of Moyobamba,territorial prelature,Roman Rite,39148,777000,Spanish
