col0,col1,col2,col3,col4
2010 24 Hours of Le Mans,auto racing,France,2010-01-01,Automobile Club de l'Ouest
2009 24 Hours of Le Mans,auto racing,France,2009-01-01,Automobile Club de l'Ouest
2006 24 Hours of Le Mans,auto racing,France,2006-01-01,Automobile Club de l'Ouest
2014 24 Hours of Le Mans,motorsport,France,2014-01-01,Automobile Club de l'Ouest
2012 24 Hours of Le Mans,motorsport,France,2012-01-01,Automobile Club de l'Ouest
2011 24 Hours of Le Mans,motorsport,France,2011-01-01,Automobile Club de l'Ouest
2008 24 Hours of Le Mans,motorsport,France,2008-01-01,Automobile Club de l'Ouest
2007 24 Hours of Le Mans,motorsport,France,2007-01-01,Automobile Club de l'Ouest
2005 24 Hours of Le Mans,motorsport,France,2005-01-01,Automobile Club de l'Ouest
2004 24 Hours of Le Mans,motorsport,France,2004-01-01,Automobile Club de l'Ouest
2002 24 Hours of Le Mans,motorsport,France,2002-01-01,Automobile Club de l'Ouest
2000 24 Hours of Le Mans,motorsport,France,2000-01-01,Automobile Club de l'Ouest
1969 24 Hours of Le Mans,motorsport,France,1969-01-01,Automobile Club de l'Ouest
