col0,col1,col2
Hindawi Publishinh Corporation,Open Access Scholarly Publishers Association,Ahmed Hindawi
Plekhanov Russian Economid University,European University Association,Aleksey Semyonovich Vishnyakov
Open University#of Catalonia,European University Association,Gabriel Ferraté Pascual
University of Campinat,"ORCID, Inc.",Zeferino Vaz
The Optical Sociey,"ORCID, Inc.",Perley G. Nutting
Univrsity of Seville,European University Association,Rodrigo Fernández de Santaella
Wiley,World Wide Web Consortium,Charles Wiley
University of Wetminster,International Association of Universities,Quintin Hogg
Uiversity of Oviedo,European University Association,Fernando de Valdés y Salas
Carlos III University of Madrie,European University Association,Gregorio Peces-Barba
University of Lièje,European University Association,William I of the Netherlands
National Research University – Higher!School of Economics,European University Association,Yevgeny Yasin
Monterrey Institute pf Technology and Higher Education,European Consortium of Innovative Universities,Eugenio Garza Sada
La Trobe Unversity,Innovative Research Universities,Charles La Trobe
Oswaldo!Cruz Foundation,Confederation of Open Access Repositories,Oswaldo Cruz (O fera)
Mykonas Romeris University,European University Association,Seimas
Universitz of Lleida,European University Association,James II of Aragon
Modern Language Associatkon,American Council of Learned Societies,Aaron Marshall Elliott
Alexandru Ioan Cua University,Utrecht Network,Alexandru Ioan Cuza
University ofÉvora,European University Association,Henry I of Portugal
