col0,col1,col2,col3,col4
Roman Catholic Diocese of Almería,bishop of Almeria,Roman Rite,Almería,Adolfo González Montes
Roman Catholic Diocese of Marquette,bishop of Marquette,Roman Rite,Marquette,John Francis Doerfler
Roman Catholic Diocese of Lleida,Bishop of Lleida,Roman Rite,Lleida,Salvador Giménez Valls
Roman Catholic Diocese of Lugo,Bishop of Lugo,Roman Rite,Lugo,Alfonso Carrasco Rouco
Roman Catholic Diocese of Madison,Bishop of Madison,Roman Rite,Madison,Donald J. Hying
Roman Catholic Diocese of Majorca,Bishop of Mallorca,Roman Rite,Palma,Sebastián Taltavull Anglada
Roman Catholic Diocese of Lancaster,Bishop of Lancaster,Roman Rite,Lancaster,Paul Swarbrick
Roman Catholic Diocese of Krk,Bishop of Krk,Roman Rite,Krk,Ivica Petanjak
Roman Catholic Diocese of Koper,bishop of Koper,Roman Rite,Koper,Jurij Bizjak
Roman Catholic Diocese of Gurk,bishop of Gurk,Roman Rite,Klagenfurt,Josef Marketz
Roman Catholic Diocese of Innsbruck,bishop of Innsbruck,Roman Rite,Innsbruck,Hermann Glettler
Roman Catholic Diocese of Graz-Seckau,bishop of Graz-Seckau,Roman Rite,Graz,Wilhelm Krautwaschl
Roman Catholic Diocese of Drohiczyn,Bishop of Drohiczyn,Roman Rite,Drohiczyn,Piotr Sawczuk
Roman Catholic Diocese of Girona,bishop of Gerona,Roman Rite,Girona,Francesc Pardo i Artigas
Roman Catholic Diocese of Como,bishop of Como,Roman Rite,Como,Oscar Cantoni
