col0,col1,col2
Philadelphia Wings (2018-),Philadelphia,box lacrosse
Hong Kong women's national field hockey team,Hong Kong,field hockey
Panmure RFC,Scotland,rugby union
Montreal Hornets,Montreal,Canadian football
Monmouthshire County RFC,Monmouthshire,rugby union
Norfolk County Cricket Club,Norfolk,cricket
Baltimore AFL team,Baltimore,American football
Kyles Athletic,Argyll and Bute,shinty
Kintyre Camanachd,Argyll and Bute,shinty
Kilmory Camanachd,Argyll and Bute,shinty
Liverpool and District cricket team,Liverpool,cricket
Budapesti Honvéd SE,Budapest,canoeing
Atlanta Blaze,Georgia,lacrosse
Georgia Swarm,Georgia,lacrosse
Fingal hurling team,County Dublin,hurling
Georgia Rampage,Dalton,American football
Cetus,Espoo,swimming
Essex Cricket Board,Essex,cricket
