col0,col1,col2,col3
Sheffield Fire and Police Museum,United Kingdom,1984-05-08,Sheffield
Friends of the Newport Ship,United Kingdom,2002-01-01,Newport
Railway Heritage Centre,India,2014-02-18,Tiruchirappalli Junction railway station
National Coal Mining Museum for England,United Kingdom,1988-01-01,"Overton, Wakefield"
Dogra Art Museum,India,1954-04-18,Mubarak Mandi Palace
"Government Museum, Tiruchirappalli",India,1983-01-01,Chokkanatha Nayak Palace
East Anglia Transport Museum,United Kingdom,1965-01-01,Carlton Colville
Calne Heritage Centre,United Kingdom,1904-01-01,Calne
Manor House Museum,United Kingdom,1892-01-01,Ilkley
Cliffe Castle Museum,United Kingdom,1892-01-01,Keighley
Milestones Museum,United Kingdom,2000-12-01,Basingstoke
Museum of Wigan Life,United Kingdom,1878-01-01,Wigan
Llandovery Heritage Centre,United Kingdom,2019-01-01,Llandovery
Horsham Museum,United Kingdom,1893-01-01,Horsham
Amish & Mennonite Heritage Center,United States of America,1981-01-01,Berlin
South Dakota Cultural Heritage Center,United States of America,1989-01-01,Pierre
