col0,col1,col2,col3
Bjerringbro-Silkeborg,2005-01-01,Danish Handball League,Silkeborg-Hallerne
RK Gorenje,1950-01-01,Slovenian First League of Handball,Red Hall
BM Valladolid,1975-01-01,Liga ASOBAL,Polideportivo Huerta del Rey
CB Ademar León,1956-01-01,Liga ASOBAL,Palacio de los Deportes de León
RK Celje Pivovarna Laško,1947-01-01,Slovenian First League of Handball,Zlatorog Arena
BM Granollers,1944-01-01,Liga ASOBAL,Palau d'Esports de Granollers
TuS Nettelstedt-Lübbecke,1912-01-01,Handball-Bundesliga,Merkur Arena
VfL Sindelfingen,1862-01-01,Fußball-Bundesliga,Floschenstadion
MT Melsungen,1861-01-01,Handball-Bundesliga,Rothenbach-Halle
Al-Wehda Club,1946-01-01,Saudi Professional League,King Abdul Aziz Stadium
FC Barcelona Handbol,1942-01-01,Liga ASOBAL,Palau Blaugrana
TSG Friesenheim,1881-01-01,Handball-Bundesliga,Friedrich-Ebert-Halle
HSV Hamburg,1999-01-01,Handball-Bundesliga,Alsterdorfer Sporthalle
Frisch Auf Göppingen,1896-01-01,Handball-Bundesliga,EWS Arena
Eintracht Braunschweig,1895-01-01,2. Bundesliga,Eintracht-Stadion
THW Kiel,1904-01-01,Handball-Bundesliga,Sparkassen-Arena
Paris Saint-Germain Handball,1941-01-01,LNH Division 1,Stade Pierre de Coubertin
Bergischer HC,2006-01-01,Handball-Bundesliga,ISS Dome
TSV Hannover-Burgdorf,2005-01-01,Handball-Bundesliga,Swiss Life Hall
Montpellier Handball,1982-01-01,LNH Division 1,Sud de France Arena
