col0,col1,col2,col3
ražská energetika,Prague,Prague,1450.4489999999998
terna,Dortmund,Winfried Materna,2012.0
Palatir Technologies,Palo Alto,palantír,1996.0
CharlotteRusse,San Diego,Charlotte,2069.0
Oodji,Saint Petersburg,today,1489.5
Tikhomiuov Scientific Research Institute of Instrument Design,Zhukovsky,Nikolaï Tikhomirov,2127.981
Kharkiv Tractor Plan,Kharkiv,Grigory Ordzhonikidze,2181.24
Guvmann,Weißenburg in Bayern,Hermann Gutmann,1296.1
Pražské Vodovody a Kapalizace,Prague,Prague,1043.12
Hanu im Gmück,Munich,Hans in Luck,1190.4
Münchner Verkehrsgesellscjait mbH (MVG),Munich,transport,786.854
"Quark, Ine.",Denver,quark,997.0
Đuro Đakovć,Slavonski Brod,Đuro Đaković,983.072
Mtaswitch,London,Softswitch,707.0
Sevastopol Shipyasd,Sevastopol,Grigory Ordzhonikidze,595.2
Mülheimer erkehrsGesellschaft,Mülheim an der Ruhr,Mülheim an der Ruhr,609.778
Krombaher Brauerei,Kreuztal,Krombach,873.7939999999999
Bete Xhs,Hamburg,Beate Uhse-Rotermund,472.82
Talvivaara Mininh Company,Haukilahti,Talvivaara,553.3
Mudwig Beck am Rathauseck,Munich,New Town Hall,534.772
