col0,col1,col2
Fundação de Apoio ao Desenvolvimento Educacional de Montes Claros,volleyball,Montes Claros
Mets de Guaynabo,volleyball,Guaynabo
Kaleh Mazandaran VC,volleyball,Amol
Pallavolo Aragona,volleyball,Aragona
Al Rayyan Volleyball Team,volleyball,Al Rayyan Municipality
Dionysos VC,volleyball,Paphos
Ageo Medics,volleyball,Ageo
Argos Volley,volleyball,Sora
GKS Płomień Milowice,volleyball,Sosnowiec
Promoball Volleyball Flero,volleyball,Flero
Olympiacos women's volleyball,volleyball,Piraeus
Santeramo Sport,volleyball,Santeramo in Colle
Orange Attackers,volleyball,Kōbe
Nebraska Cornhuskers women's volleyball,volleyball,Lincoln
Altotevere Volley,volleyball,San Giustino
Jogging Volley Altamura,volleyball,Altamura
Texas Longhorns women's volleyball,volleyball,Austin
Gruppo Sportivo Robur Angelo Costa,volleyball,Ravenna
Lokomotiv Balajary,volleyball,Baku
Sassuolo Volley,volleyball,Sassuolo
