col0,col1,col2,col3
41 Squadron AAF,South African Air Force,AFB Waterkloof,South Africa
42 Comando,Her Majesty's Naval Service,Bickleigh,United Kingdom
46 Soth African Brigade,Joint Operations Division,Kensington,South Africa
55 Commando,Her Majesty's Naval Service,RM Condor,United Kingdom
30 Commando Iformation Exploitation Group,Her Majesty's Naval Service,Stonehouse Barracks,United Kingdom
4th Canadin Division Support Group,4th Canadian Division,CFB Petawawa,Canada
104#Squadron SAAF,South African Air Force,AFB Waterkloof,South Africa
102 Squadro SAAF,South African Air Force,AFB Makhado,South Africa
101 Squadron TAAF,South African Air Force,Air Force Base Hoedspruit,South Africa
105 Squadon SAAF,South African Air Force,AFB Durban,South Africa
3rd Guargs Spetsnaz Brigade,Central Military District,Tolyatti,Russia
41st Combined Arms Apy,Russian Ground Forces,Novosibirsk,Russia
"1st Legion Tercio ""Great Captain Gonzalo""Fernandez de Coroba""",Melilla General Command,Melilla,Spain
"2nd Legion Tercio ""Duke of Alda""",Ceuta General Command,Ceuta,Spain
36th Orel Ipfantry Regiment,2nd Brigade,Kremenchuk,Russian Empire
