col0,col1,col2
PWC Jan Snel 2009,Cibel-Cebon,PWC Jan Snel 2008
Verandas Willems-Crabbé-CC Chevigny 2015,Verandas Willems-Crabbé-CC Chevigny,Verandas Willems-CC Chevigny 2014
VL Technics-Experza-Abutriek 2015,VL Technics-Experza-Abutriek,2014 VL Technics-Experza-Abutriek season
Ottignies-Perwez 2015,Ottignies-Perwez,Ottignies-Perwez in 2014
KSV Deerlijk-Gaverzicht 2015,Meubelen Gaverzicht-Glascentra,KSV Deerlijk-Gaverzicht in 2014
African Wildlife Safaris 2013,African Wildlife Safaris,African Wildlife Safaris 2012
Guidon chalettois 2015,Guidon chalettois,Guidon chalettois 2014
EC Raismes Petite-Forêt 2015,EC Raismes Petite-Forêt,EC Raismes Petite-Forêt 2014
Côtes d'Armor-Marie Morin 2015,Côtes d'Armor-Marie Morin,Côtes d'Armor-Marie Morin 2014
VC Rouen 76 2015,VC Rouen 76,VC Rouen 76 2014
USSA Pavilly Barentin 2015,USSA Pavilly Barentin,USSA Pavilly Barentin 2014
UC Nantes Atlantique 2015,UC Nantes Atlantique,UC Nantes Atlantique 2014
Sojasun espoir-ACNC 2015,Sojasun espoir-ACNC,Sojasun espoir-ACNC 2014
ESEG Douai-Origine Cycles 2015,ESEG Douai-Origine Cycles,ESEG Douai 2014
