col0,col1,col2,col3
Landsbanki,2770,Iceland,Landsbankinn
Foxconn European Manufacturing Services,1519,Czech Republic,Global Services Solutions
Lasselsberger,1518,Czech Republic,LB Cemix
TV Nova,859,Czech Republic,Vilja
Severní energetická,810,Czech Republic,RXU Czech
AutoCont CZ,729,Czech Republic,AutoCont
NetSuite,603,United States of America,Oracle Corporation
Hewlett-Packard,539,Czech Republic,HP Inc Czech Republic
Eidos Interactive,600,United Kingdom,Square Enix Europe
Pojišťovna České spořitelny,313,Czech Republic,Kooperativa pojišťovna
Viatges Baixas,100,Spain,Barceló Group
Ostravské opravny a strojírny,363,Czech Republic,Ostravské opravny a strojírny
WIC Prague,213,Czech Republic,WIC Prague
Zentiva,651,Czech Republic,Zentiva Group
