col0,col1,col2
National Theatre of Warsaw,Warsaw,1765-01-01
Kilden Teater,Kristiansand,1991-01-01
Neworld Theatre,Vancouver,1994-01-01
Baker Stock Company,Portland,1901-01-01
community theater Frankfurt (Oder),Frankfurt (Oder),1842-11-01
Eastern Front Theatre,Halifax,1993-01-01
Passion Machine,Dublin,1983-01-01
Teatro Oficina Uzyna Uzona,São Paulo,1958-01-01
Municipal and Regional Theatre of Agrino,Municipality of Agrinio,1981-01-01
Municipal and Regional Theatre of Komotini,Komotini,1984-01-01
Wrocławski Teatr Komedia,Wrocław,1997-01-01
Gradsko kazalište lutaka Split,Split,1945-03-08
