col0,col1,col2,col3
Kirkham Priory,United Kingdom,Ryedale,1101-01-01
Colne Priory,United Kingdom,Earls Colne,1101-01-01
Canons Ashby Priory,United Kingdom,Canons Ashby,1101-01-01
Haverfordwest Priory,United Kingdom,Pembrokeshire,1200-01-01
Coldingham Priory,United Kingdom,Scottish Borders,0601-01-01
Lesmahagow Priory,United Kingdom,South Lanarkshire,1201-01-01
Clerkenwell Priory,United Kingdom,London Borough of Islington,1101-01-01
Isle of May Priory,United Kingdom,Fife,1101-01-01
Great Connell Priory,Ireland,County Kildare,1202-01-01
Canonbie Priory,United Kingdom,Dumfries and Galloway,1101-01-01
