col0,col1,col2,col3
Pioneer School of Sfax,lyceum,Sfax,1989-01-01
Lycée Français d'Alexandrie,lyceum,Alexandria,1909-10-11
Liceum Krzemienieckie,lyceum,Kremenets,1805-10-13
Richelieu Lyceum,lyceum,Odessa,1817-01-01
Theresia-Gerhardinger-Schule am Anger,lyceum,Altstadt-Lehel,1843-01-01
Lycée Français de Montevideo,lyceum,Montevideo,1897-01-01
Lyceum 1535 in Moscow,school,Khamovniki District,1991-01-01
"Saint Basil College, Blaj",lyceum,Alba,1754-10-21
Lycée français de Bakou,lyceum,Baku,2013-01-01
Colegiul Național „Spiru Haret” din București,lyceum,Bucharest,1913-01-01
