col0,col1,col2,col3,col4
University Library of Naples,Italy,real property,Italian national heritage,1816-12-04
Library of the University of Bologna,Italy,real property,Italian national heritage,1712-01-01
Biblioteca di archeologia e storia dell'arte,Italy,real property,Italian national heritage,1922-01-01
Biblioteca Palatina di Parma,Italy,real property,Italian national heritage,1761-01-01
Biblioteca nazionale Vittorio Emanuele III,Italy,real property,Italian national heritage,1804-01-01
National University Library of Turin,Italy,real property,Italian national heritage,1720-01-01
Biblioteca Medicea Laurenziana,Italy,real property,Italian national heritage,1571-01-01
Biblioteca Marucelliana,Italy,real property,Italian national heritage,1752-09-18
University Library of Padua,Italy,public library,Italian national heritage,1629-07-05
Biblioteca nazionale Sagarriga Visconti-Volpi,Italy,public library,Italian national heritage,1875-01-01
University Library of Naples,Italy,public library,Italian national heritage,1816-12-04
