col0,col1,col2
Santa Coloma d'Andorra,970,Andorra la Vella
Aixirivall,1356,Sant Julià de Lòria
Aixovall,1044,Sant Julià de Lòria
Aubinyà,1613,Sant Julià de Lòria
Bixessarri,1147,Sant Julià de Lòria
Certers,1356,Sant Julià de Lòria
Fontaneda,934,Sant Julià de Lòria
Juberri,1803,Sant Julià de Lòria
Llumeneres,1819,Sant Julià de Lòria
Nagol,1044,Sant Julià de Lòria
Escàs,1396,La Massana
Sispony,1360,La Massana
Pal,1707,La Massana
Erts,1666,La Massana
Arinsal,1415,La Massana
Anyós,1729,La Massana
L'Aldosa de la Massana,1722,La Massana
Segudet,1722,Ordino
Sornàs,1538,Ordino
La Cortinada,1346,Ordino
