col0,col1,col2
Yad LaYeled HaMeyuchad,Kfar Chabad,Presidential Award for Volunteerism
Associació Catalana pels Drets Civils,Barcelona,Creu de Sant Jordi
Associació de Publicacions Periòdiques en Català,Barcelona,Creu de Sant Jordi
Kaliskie Towarzystwo Muzyczne,Kalisz,Medal of the National Education Commission
Amical Wikimedia,Casa Orlandai,National Culture Award of Catalonia
Svatobor (association),Prague,Commemorative Medal of the Czech Senate
International Association for the History of Psychoanalysis,Paris,Sigourney Award
Charitable Society of the Natives from Catalonia,Havana,Creu de Sant Jordi
Unió Catalana d'Hospitals,Barcelona,Creu de Sant Jordi
Society for preservation of nature monuments in the Netherlands,Wijdemeren,Gouden Ganzenveer
"Coordinació Catalana de Colònies, Casals i Clubs d’Esplai",Barcelona,Creu de Sant Jordi
Turkish-Islamic Union for Religious Affairs,Cologne,Big Brother Awards
Jewish National Fund,Jerusalem,Israel Prize
Bayerischer Flüchtlingsrat,Bavaria,Alternativer Medienpreis
German War Graves Commission,Kassel,Deutscher Nationalpreis
digitalcourage,Bielefeld,Theodor Heuss medal
World Press Photo,Amsterdam,Dr. Erich Salomon Prize
ECPAT,Bangkok,Thorolf Rafto Memorial Prize
