col0,col1,col2
galerie de la Madeleine,place de la Madeleine,8th arrondissement of Paris
galerie Colbert,rue des Petits-Champs,2nd arrondissement of Paris
galerie Vivienne,passage des Petits-Pères,2nd arrondissement of Paris
passage Sainte-Anne,passage Choiseul,2nd arrondissement of Paris
passage des Princes,boulevard des Italiens,2nd arrondissement of Paris
passage du Havre,rue Saint-Lazare,Paris
passage Puteaux,rue Pasquier,Paris
passage du Caire,rue Saint-Denis,Paris
passage du Ponceau,boulevard de Sébastopol,Paris
passage Jouffroy,passage Verdeau,9th arrondissement of Paris
