col0,col1,col2,col3
Taipei Binjiang Junior High School,2005-01-01,Taiwan,junior high school
Kaohsiung Municipal Minghua Junior High School,2001-01-01,Taiwan,junior high school
Pei Ying junior high school Hsinchu City,1956-01-01,Taiwan,junior high school
Miaoli municipal Yuanli Senior High School,1932-04-01,Taiwan,junior high school
Kaohsiung Municipal Houjing Junior High School,1978-01-01,Taiwan,junior high school
Taipei Municipal Minzu Junior High School,1968-01-01,Taiwan,junior high school
Kaohsiung Municipal Yuanfu Junior High School,1972-01-01,Taiwan,junior high school
Shi Pai Junior High School,1986-01-01,Taiwan,junior high school
Taichung Municipal Shuang-Shih Junior High School,1954-01-01,Taiwan,junior high school
Chu-Lin Private High School,1968-01-01,Taiwan,junior high school
Taipei Municipal Dun-Hua Junior High School,1987-07-01,Taiwan,junior high school
Chu-Lin Private High School,1968-01-01,Taiwan,Category:Primary schools in Taiwan
Miaoli municipal Yuanli Senior High School,1932-04-01,Taiwan,educational institution
