col0,col1,col2,col3
8th Day Software,United Kingdom,Ronnie Goes to Hollywood,Moreton
Grey Alien Games,United Kingdom,Regency Solitaire,Bridport
Chillingo,United Kingdom,Dracula: Undead Awakening,Macclesfield
HexWar Games,United Kingdom,Tank Battle: Blitzkrieg,Elgin
Idea Fabrik,United States of America,HeroEngine,Germantown
HumaNature Studios,United States of America,Doki-Doki Universe,Albany
Libredia,Germany,The Secret Of Hildegards,Seligenstadt
TREVA Entertainment,Germany,My Baby Pet Hotel 3D,Burgthann
Electronic Zoo,United Kingdom,Daylight Robbery,Stroud
Eagleware International Productions,Netherlands,Alioth,Hoogeveen
phime studio,Serbia,A-Gents,Zrenjanin
